Cluster,RAJ2000,DEJ2000,cz,e_cz,R,Mm
"A3560",202.81367499999996,-33.45153055555555,14584,19,7.2,1
"A3560",202.93492499999996,-33.39708333333333,52672,16,10.7,0
"A3560",202.92706666666663,-33.380713888888884,7861,99,3.1,0
"A3560",202.93524999999997,-33.371605555555554,79266,19,13.5,0
"A3560",202.98799166666663,-33.37016388888888,14741,12,20.5,1
"A3560",203.00609166666663,-33.32257499999999,14930,37,7.4,1
"A3560",202.92005416666663,-33.314775,52710,56,7.1,0
"A3560",202.93805833333332,-33.30604999999999,15040,168,3.0,1
"A3560",202.9150458333333,-33.271791666666665,16843,84,3.6,0
"A3560",202.8319333333333,-33.312463888888885,52661,11,13.7,0
"A3560",202.7092083333333,-33.317249999999994,35849,10,16.8,0
"A3560",202.90857499999998,-33.2571861111111,67142,65,5.5,0
"A3560",202.91592499999996,-33.24274166666666,16640,33,12.6,1
"A3560",202.9156583333333,-33.240936111111104,16632,23,5.9,1
"A3560",202.80469999999997,-33.27041666666666,112604,48,7.5,0
"A3560",202.81465416666663,-33.23425555555555,15970,9,19.3,1
"A3560",202.83674999999997,-33.214816666666664,52874,12,11.8,0
"A3560",202.8576208333333,-33.210249999999995,34617,25,3.5,0
"A3560",202.8316083333333,-33.197075,14055,86,3.1,1
"A3560",202.71824166666664,-33.19981666666666,53100,21,7.0,0
"A3560",202.66141249999998,-33.24672222222222,26921,9,18.1,0
"A3560",202.65209999999996,-33.20602222222222,68929,20,12.7,0
"A3560",202.7881333333333,-33.21581666666666,15143,69,6.9,1
"A3560",202.83157916666664,-33.17092222222222,14358,16,9.0,1
"A3560",202.83373749999998,-33.151875,15560,20,7.9,1
"A3560",202.7213958333333,-33.17420555555555,52814,14,12.1,0
"A3560",202.71371249999999,-33.178675,52764,45,7.8,0
"A3560",202.7257208333333,-33.13001111111111,67106,49,4.2,0
"A3560",202.76386666666664,-33.11908055555555,67918,65,4.1,0
"A3560",202.6502208333333,-33.13661666666666,26849,25,5.7,0
"A3560",202.61725416666664,-33.09748611111111,13533,19,7.3,1
"A3560",202.6532333333333,-33.122636111111106,14718,13,10.4,1
"A3560",202.67426666666663,-33.075311111111105,14994,66,3.6,1
"A3560",202.71549166666665,-33.06728888888888,13748,18,17.1,1
"A3560",202.72603749999996,-33.04148055555555,14872,13,9.9,1
"A3560",202.63032916666663,-33.0898,3528,32,8.0,0
"A3560",202.64059999999998,-33.07259444444444,57824,12,13.1,0
"A3560",202.6381458333333,-33.06298611111111,14052,46,6.2,1
"A3560",202.64083333333332,-33.04405833333333,13689,18,8.8,1
"A3560",202.62497499999998,-33.04284722222222,39574,8,19.3,0
"A3560",202.6741583333333,-33.05837777777777,14486,105,2.2,1
"A3560",202.68902916666664,-33.004863888888885,14140,11,14.9,1
"A3560",202.6568208333333,-32.994861111111106,14973,96,2.8,1
"A3560",202.67332499999998,-32.991616666666665,15828,7,25.5,1
"A3560",202.61864166666663,-33.01434444444444,14266,94,2.4,1
"A3560",202.63655416666663,-32.96879166666666,3584,12,20.8,0
"A3560",203.26019166666663,-33.457563888888885,53000,55,4.9,0
"A3560",203.21034166666664,-33.48766388888888,13826,14,11.3,1
"A3560",203.21047499999997,-33.46401944444444,81151,46,8.2,0
"A3560",203.20159999999998,-33.451727777777776,68708,50,7.5,0
"A3560",203.27424166666663,-33.41899166666666,16422,13,12.8,1
"A3560",203.19906666666662,-33.404511111111105,14686,8,20.5,1
"A3560",203.1926708333333,-33.402741666666664,14314,20,15.7,1
"A3560",203.20143749999997,-33.382372222222216,52775,68,6.3,0
"A3560",203.24429999999998,-33.37387222222222,14335,23,10.5,1
"A3560",203.23584166666663,-33.37419444444444,12977,29,4.8,1
"A3560",203.23209999999997,-33.36398333333333,14657,13,11.2,1
"A3560",203.17209166666663,-33.36888888888888,14865,14,17.2,1
"A3560",203.27626666666663,-33.39660277777777,16607,13,21.4,1
"A3560",203.2737833333333,-33.39865555555555,14364,13,11.5,1
"A3560",203.28849166666663,-33.37367777777777,16553,18,16.3,1
"A3560",203.27014583333332,-33.35485555555555,15365,56,3.8,1
"A3560",203.22690416666663,-33.31919166666666,14716,30,12.6,1
"A3560",203.27327499999998,-33.30094999999999,14815,21,16.0,1
"A3560",203.25534166666665,-33.291238888888884,14910,31,9.3,1
"A3560",203.15232499999996,-33.33704444444444,15641,23,12.6,1
"A3560",203.1289708333333,-33.31878055555555,52207,26,5.3,0
"A3560",203.1441958333333,-33.302947222222215,14252,21,14.4,1
"A3560",203.1309708333333,-33.296433333333326,52765,34,7.7,0
"A3560",203.19510416666662,-33.30842499999999,7711,33,6.3,0
"A3560",203.16507916666663,-33.282916666666665,53700,94,3.3,0
"A3560",203.18420833333332,-33.26692499999999,14484,61,4.5,1
"A3560",203.20307499999998,-33.25442222222222,14598,31,8.8,1
"A3560",203.21115416666663,-33.254213888888884,53524,55,7.3,0
"A3560",203.26459166666663,-33.220122222222216,14797,87,2.4,1
"A3560",203.15463749999998,-33.26445833333333,14608,25,8.5,1
"A3560",203.18804999999998,-33.239172222222216,14257,18,17.8,1
"A3560",203.1698833333333,-33.231291666666664,53559,17,16.2,0
"A3560",203.1471958333333,-33.24471944444444,111019,56,6.7,0
"A3560",203.1340833333333,-33.23604722222222,15151,25,10.8,1
"A3560",203.16505416666664,-33.214838888888885,15249,24,13.0,1
"A3560",203.20297916666664,-33.207724999999996,13219,34,9.4,1
"A3560",203.2653708333333,-33.2152361111111,13673,27,12.3,1
"A3560",203.2439208333333,-33.11485277777777,15092,20,16.1,1
"A3560",203.27437499999996,-33.11966944444444,13415,91,2.5,1
"A3560",203.2564833333333,-33.10029444444444,15002,33,12.5,1
"A3560",203.27194999999998,-33.09352499999999,15949,73,5.3,1
"A3560",203.03248749999997,-33.322513888888885,93,44,9.6,0
"A3560",203.02917916666664,-33.31729444444444,13681,14,9.8,1
"A3560",203.0277833333333,-33.29344999999999,52368,62,5.1,0
"A3560",203.04261666666665,-33.28380277777777,15157,75,2.6,1
"A3560",203.00311666666664,-33.271791666666665,67204,48,8.7,0
"A3560",203.0181208333333,-33.20698055555555,15965,92,2.9,1
"A3560",203.0653833333333,-33.19241944444444,13963,22,13.0,1
"A3560",203.0437208333333,-33.18611111111111,14061,22,14.4,1
"A3560",203.02070833333332,-33.17783055555555,15433,34,8.1,1
"A3560",203.11559583333332,-33.206891666666664,14136,38,10.9,1
"A3560",203.1473833333333,-33.20910277777777,14690,47,7.9,1
"A3560",203.1092958333333,-33.190574999999995,13687,80,2.8,1
"A3560",203.1313708333333,-33.171816666666665,15383,41,10.2,1
"A3560",203.1827958333333,-33.151288888888885,14791,76,4.0,1
"A3560",203.1276333333333,-33.161647222222214,14612,24,12.7,1
"A3560",203.15742499999996,-33.13403333333333,14597,22,14.6,1
"A3560",203.16303333333332,-33.13361111111111,14261,28,11.1,1
"A3560",203.15907916666663,-33.114913888888886,15000,23,14.4,1
"A3560",203.0844333333333,-33.152424999999994,14847,20,17.0,1
"A3560",203.03924999999998,-33.15429444444444,14128,29,13.9,1
"A3560",203.07490416666664,-33.144483333333326,13371,28,14.2,1
"A3560",203.08176666666665,-33.12038888888888,112131,100,0.0,0
"A3560",203.12681666666663,-33.13486111111111,14455,25,13.2,1
"A3560",203.11460416666665,-33.10325555555555,16621,23,13.1,1
"A3560",203.1050458333333,-33.08613055555555,14871,93,4.4,1
"A3560",202.96462916666664,-33.19490277777777,14819,23,14.2,1
"A3560",202.9315208333333,-33.19593888888888,15450,18,16.1,1
"A3560",202.92921249999998,-33.18454166666666,67749,68,5.6,0
"A3560",202.97099583333332,-33.17621944444444,25806,34,12.0,0
"A3560",203.0134458333333,-33.16504722222222,14530,34,7.2,1
"A3560",202.96318333333332,-33.14060555555555,14690,21,15.1,1
"A3560",202.91382499999997,-33.15139166666666,15795,8,19.7,1
"A3560",202.88108749999998,-33.14281111111111,13587,21,5.6,1
"A3560",202.95908749999998,-33.12033611111111,13946,51,5.8,1
"A3560",202.91113749999997,-33.12394444444444,15123,63,4.2,1
"A3560",202.94036666666665,-33.09573333333333,15803,16,10.2,1
"A3560",203.05981249999996,-33.111397222222216,15615,42,6.6,1
"A3560",203.00050416666664,-33.093397222222215,14678,22,15.0,1
"A3560",203.08154999999996,-33.066086111111105,15972,69,2.7,1
"A3560",203.06664166666664,-33.04156388888889,14425,121,3.0,1
"A3560",202.9750458333333,-33.074752777777775,14654,67,6.3,1
"A3560",203.02457499999997,-33.06305833333333,71208,24,11.1,0
"A3560",203.0140458333333,-33.0661,13750,16,19.5,1
"A3560",203.0301708333333,-33.029799999999994,106952,24,10.0,0
"A3560",203.2159833333333,-33.114324999999994,35893,21,7.3,0
"A3560",203.20749999999998,-33.077772222222215,13422,27,9.4,1
"A3560",203.25086666666664,-33.082586111111105,14437,12,23.6,1
"A3560",203.2705083333333,-33.08093333333333,14343,11,15.1,1
"A3560",203.25521666666663,-33.058074999999995,72286,59,4.1,0
"A3560",203.2248208333333,-33.07113055555555,14432,74,2.9,1
"A3560",203.2485958333333,-33.041283333333325,52836,57,7.3,0
"A3560",203.24507499999999,-33.04198333333333,53056,36,9.9,0
"A3560",203.1715958333333,-33.091811111111106,15026,34,9.9,1
"A3560",203.21102499999998,-33.03521666666666,13245,29,9.8,1
"A3560",203.1846958333333,-33.041349999999994,15458,23,12.7,1
"A3560",203.21352916666663,-33.02856388888888,13341,43,5.8,1
"A3560",203.1720333333333,-33.01586666666666,13338,54,6.1,1
"A3560",203.2753333333333,-33.04299999999999,15661,11,13.2,1
"A3560",203.23733749999997,-32.95997499999999,43348,14,11.2,0
"A3560",203.1469208333333,-33.01924444444444,15569,49,5.9,1
"A3560",203.13887916666664,-33.02029444444444,16064,34,8.4,1
"A3560",203.13073749999998,-32.987091666666664,13413,15,17.6,1
"A3560",203.1635333333333,-32.953758333333326,71467,104,4.4,0
"A3560",203.14237499999996,-32.95298333333333,15632,13,11.6,1
"A3560",203.07339999999996,-33.008374999999994,15333,68,3.3,1
"A3560",203.08218333333332,-32.95581944444444,14285,29,13.4,1
"A3560",202.87394166666664,-33.127874999999996,13630,6,24.6,1
"A3560",202.8744458333333,-33.05515555555555,13661,10,25.3,1
"A3560",202.80837499999998,-33.08044722222222,119243,20,14.1,0
"A3560",202.8311833333333,-33.083924999999994,43376,13,11.2,0
"A3560",202.8426958333333,-33.04534444444444,14814,33,8.7,1
"A3560",202.8219333333333,-33.00643333333333,69516,13,20.4,0
"A3560",202.90394999999998,-33.01279722222222,67574,65,6.3,0
"A3560",202.9843458333333,-33.00728055555555,14824,46,5.8,1
"A3560",202.9965083333333,-32.97741111111111,47592,77,4.0,0
"A3560",202.98628749999997,-32.96609722222222,43292,22,7.9,0
"A3560",202.9727833333333,-32.959738888888886,43257,14,11.6,0
"A3560",202.8965208333333,-33.01081111111111,13778,23,12.9,1
"A3560",202.9009958333333,-32.98092499999999,3474,22,10.9,0
"A3560",202.91654583333332,-32.97767222222222,13356,70,4.1,1
"A3560",202.74827916666663,-33.02918333333333,15313,11,15.6,1
"A3560",202.81384166666663,-32.95923888888888,25777,7,23.2,0
"A3560",202.67404166666662,-32.953652777777776,14259,34,7.2,1
"A3556",201.32905416666665,-31.909316666666662,15208,60,5.9,1
"A3556",201.2891833333333,-31.913736111111106,67098,18,14.9,0
"A3556",201.31569999999996,-31.89160555555555,57862,10,15.2,0
"A3556",201.33243749999997,-31.870113888888884,108577,54,6.6,0
"A3556",200.85256666666663,-31.93021944444444,14355,73,4.5,1
"A3556",200.80627083333331,-31.900438888888885,14204,34,8.1,1
"A3556",200.78883749999997,-31.87298055555555,14345,58,5.3,1
"A3556",200.6926583333333,-31.928691666666662,68122,59,5.8,0
"A3556",200.7952958333333,-31.836324999999995,14069,30,10.3,1
"A3556",200.79116666666664,-31.802972222222216,15629,111,2.3,1
"A3556",200.73193749999996,-31.835641666666664,14859,54,5.4,1
"A3556",200.72704166666665,-31.79385833333333,14010,31,13.6,1
"A3556",200.7280833333333,-31.772838888888884,13376,98,2.8,1
"A3556",201.19259999999997,-31.88697222222222,65136,36,7.0,0
"A3556",201.15949166666664,-31.858872222222217,12972,97,2.8,1
"A3556",201.0375083333333,-31.904824999999995,13960,23,12.7,1
"A3556",200.98594166666663,-31.915366666666664,15046,26,5.3,1
"A3556",200.9356333333333,-31.90259444444444,14052,20,14.7,1
"A3556",201.11690416666664,-31.86446944444444,57902,37,6.4,0
"A3556",201.1105833333333,-31.86482222222222,14893,24,14.6,1
"A3556",201.11367083333332,-31.81281944444444,14872,32,13.5,1
"A3556",201.04453749999996,-31.85038333333333,13355,76,4.1,1
"A3556",201.0586083333333,-31.788286111111105,14565,34,8.3,1
"A3556",201.25859999999997,-31.895824999999995,14643,61,4.6,1
"A3556",201.28269999999998,-31.846177777777772,4331,24,10.0,0
"A3556",201.2179333333333,-31.803986111111108,15090,69,6.1,1
"A3556",201.24839166666663,-31.796852777777772,14432,65,4.2,1
"A3556",201.25038749999996,-31.763974999999995,14238,21,15.4,1
"A3556",201.31728749999996,-31.75675833333333,14560,32,9.8,1
"A3556",201.29403749999997,-31.739013888888884,16381,20,7.3,0
"A3556",201.32137499999996,-31.72538055555555,13698,26,4.9,1
"A3556",201.32131666666663,-31.71989444444444,14435,32,9.6,1
"A3556",201.3123333333333,-31.69830555555555,13931,28,13.1,1
"A3556",201.32854999999998,-31.706013888888883,13829,26,7.1,1
"A3556",201.15174999999996,-31.794449999999994,35265,45,6.9,0
"A3556",201.13326249999997,-31.74778055555555,23638,24,6.1,0
"A3556",201.15533749999997,-31.73899444444444,14032,47,5.1,1
"A3556",201.22069999999997,-31.69739166666666,35103,21,14.2,0
"A3556",201.19467916666665,-31.676136111111106,35042,17,18.9,0
"A3556",201.2941708333333,-31.65464444444444,14250,49,4.9,1
"A3556",201.29855416666663,-31.643983333333328,14342,17,15.8,1
"A3556",200.93328749999998,-31.86841666666666,14043,35,8.1,1
"A3556",200.87716666666662,-31.87129444444444,14810,61,3.1,1
"A3556",200.89806666666664,-31.866730555555552,14780,24,16.2,1
"A3556",200.9047458333333,-31.846461111111108,14328,22,14.5,1
"A3556",200.9516833333333,-31.844152777777772,14516,24,14.5,1
"A3556",200.9724208333333,-31.822608333333328,14292,21,14.2,1
"A3556",200.9511458333333,-31.83145833333333,15066,25,11.1,1
"A3556",200.87083749999996,-31.84440833333333,14206,38,10.4,1
"A3556",200.850825,-31.836822222222217,26119,9,16.3,0
"A3556",200.87855416666665,-31.789536111111108,14371,67,4.1,1
"A3556",200.9535333333333,-31.776799999999994,58147,26,10.4,0
"A3556",200.9332333333333,-31.783586111111106,14383,17,8.1,1
"A3556",201.02576666666664,-31.802674999999997,14407,25,12.2,1
"A3556",201.02094583333331,-31.796336111111106,15058,41,8.8,1
"A3556",201.05659583333332,-31.746991666666663,13583,61,3.9,1
"A3556",201.02852499999997,-31.747024999999997,13570,22,13.5,1
"A3556",201.0362875,-31.732997222222217,15483,34,11.2,1
"A3556",201.03781249999997,-31.710174999999996,14806,103,2.9,1
"A3556",200.98245416666663,-31.722811111111106,14239,54,4.7,1
"A3556",200.9626833333333,-31.724524999999996,14165,71,3.0,1
"A3556",200.95563749999997,-31.715836111111106,12886,46,6.8,1
"A3556",201.02582916666663,-31.718463888888884,15238,25,12.6,1
"A3556",201.0285083333333,-31.685874999999996,14312,74,3.1,1
"A3556",201.02836666666664,-31.67476944444444,13711,38,8.4,1
"A3556",200.98108749999997,-31.71304444444444,14377,85,3.5,1
"A3556",201.02227916666664,-31.667386111111107,14262,115,3.9,1
"A3556",200.99522499999998,-31.673488888888883,13220,69,5.6,1
"A3556",200.80719999999997,-31.783222222222218,13065,11,13.7,1
"A3556",200.8212958333333,-31.77821944444444,13915,20,15.9,1
"A3556",200.8161958333333,-31.761449999999996,14768,71,3.4,1
"A3556",200.87267499999996,-31.736149999999995,50063,36,7.6,0
"A3556",200.87032916666664,-31.71155833333333,14011,22,14.2,1
"A3556",200.78567916666663,-31.749408333333328,15256,57,3.9,1
"A3556",200.76455416666664,-31.729158333333327,14459,33,9.0,1
"A3556",200.78642499999998,-31.702402777777774,23407,12,14.4,0
"A3556",200.81210416666664,-31.68661944444444,14655,15,9.4,1
"A3556",200.91228749999996,-31.72023333333333,14036,19,13.3,1
"A3556",200.9212458333333,-31.698863888888884,16586,23,6.5,0
"A3556",200.93762916666662,-31.708213888888885,15062,43,9.0,1
"A3556",200.93330416666663,-31.681841666666664,14880,29,11.2,1
"A3556",200.87652916666664,-31.696688888888886,13957,33,9.1,1
"A3556",200.99874583333332,-31.650536111111105,14224,79,3.2,1
"A3556",200.9812208333333,-31.646374999999995,15206,38,8.7,1
"A3556",200.96700416666664,-31.644852777777775,15111,26,10.8,1
"A3556",200.96462916666664,-31.62720833333333,13443,22,6.2,1
"A3556",200.8842333333333,-31.678399999999996,40922,55,8.3,0
"A3556",200.8564458333333,-31.675266666666662,40675,50,7.3,0
"A3556",200.8834458333333,-31.648972222222216,14261,63,4.1,1
"A3556",200.87714583333332,-31.635063888888883,14243,12,13.7,1
"A3556",200.90749166666663,-31.637347222222218,15526,105,3.0,1
"A3556",200.9024583333333,-31.622930555555552,40831,87,4.7,0
"A3556",201.09077499999998,-31.71513055555555,15309,22,14.1,1
"A3556",201.0760333333333,-31.708149999999996,13955,24,13.9,1
"A3556",201.08155416666665,-31.693497222222216,14008,88,3.2,1
"A3556",201.14129999999997,-31.67069444444444,16837,12,15.4,0
"A3556",201.14649166666663,-31.64371944444444,43313,35,8.8,0
"A3556",201.0513708333333,-31.68828055555555,14077,22,14.4,1
"A3556",201.03214166666663,-31.670466666666663,14499,36,8.8,1
"A3556",201.03756249999998,-31.665761111111106,14804,63,6.5,1
"A3556",201.07746666666665,-31.644788888888886,16831,37,10.6,0
"A3556",201.07991249999998,-31.64244444444444,14557,37,8.2,1
"A3556",201.05499999999998,-31.620647222222217,13481,86,4.0,1
"A3556",201.09041666666664,-31.635449999999995,14305,77,2.7,1
"A3556",201.08570833333332,-31.623774999999995,35197,9,19.9,0
"A3556",201.10447916666664,-31.57758333333333,14580,21,14.7,1
"A3556",201.18494999999996,-31.623174999999996,43575,39,4.3,0
"A3556",201.15663749999996,-31.599411111111106,14460,58,3.5,1
"A3556",201.21009999999998,-31.56058055555555,14641,9,29.2,1
"A3556",201.1801833333333,-31.493811111111107,53939,28,5.1,0
"A3556",201.0233708333333,-31.61008055555555,14711,78,3.0,1
"A3556",200.9778208333333,-31.622347222222217,55008,58,6.5,0
"A3556",201.0555958333333,-31.58824166666666,14642,45,6.4,1
"A3556",201.0432708333333,-31.590516666666662,15793,13,11.8,1
"A3556",201.0720333333333,-31.558702777777775,40125,9,18.8,0
"A3556",200.95942916666664,-31.58867222222222,13992,29,9.9,1
"A3556",200.9406208333333,-31.575774999999997,55069,46,7.0,0
"A3556",200.99681249999998,-31.52447222222222,9436,8,32.6,0
"A3556",201.10703749999996,-31.49179166666666,15618,31,4.1,1
"A3556",201.04747499999996,-31.516047222222216,13414,30,9.8,1
"A3556",201.0633333333333,-31.468358333333327,72967,46,5.4,0
"A3556",201.3255583333333,-31.610841666666662,14226,23,11.5,1
"A3556",201.33339999999998,-31.601013888888886,14635,55,5.1,1
"A3556",201.30572499999997,-31.52711944444444,80428,28,10.1,0
"A3556",201.32152499999998,-31.512511111111106,14113,28,5.8,1
"A3556",201.26627916666664,-31.54584166666666,14170,23,14.8,1
"A3556",201.22742916666664,-31.51928333333333,14868,32,11.8,1
"A3556",201.26199166666663,-31.499466666666663,52204,15,10.2,0
"A3556",201.3070208333333,-31.45301944444444,14365,25,5.3,1
"A3556",201.2555833333333,-31.471411111111106,59025,64,4.5,0
"A3556",201.2028458333333,-31.483097222222217,44508,80,3.0,0
"A3556",201.26734166666665,-31.438349999999996,39826,41,6.8,0
"A3556",201.12738749999997,-31.397027777777772,13592,31,9.2,1
"A3556",201.1006583333333,-31.391811111111107,12685,31,11.8,0
"A3556",200.72512916666665,-31.754680555555552,40620,30,4.9,0
"A3556",200.73201666666665,-31.737974999999995,14446,35,9.3,1
"A3556",200.78940416666663,-31.672899999999995,68335,39,10.1,0
"A3556",200.7716458333333,-31.639324999999996,14475,27,16.1,1
"A3556",200.7800208333333,-31.617477777777772,13729,25,13.2,1
"A3556",200.77877916666665,-31.601652777777772,14466,77,3.4,1
"A3556",200.71124999999998,-31.61874444444444,69244,51,5.6,0
"A3556",200.7137958333333,-31.595663888888886,49973,29,9.2,0
"A3556",200.84677499999998,-31.620936111111106,57236,11,16.2,0
"A3556",200.8765333333333,-31.554374999999997,35269,11,13.3,0
"A3556",200.78247916666663,-31.590783333333327,13815,35,7.8,1
"A3556",200.77592916666663,-31.551824999999997,14412,60,4.4,1
"A3556",200.69284999999996,-31.607072222222218,13175,18,14.7,1
"A3556",200.72198749999998,-31.546566666666664,8059,26,9.8,0
"A3556",200.70639583333332,-31.540772222222216,27410,52,4.8,0
"A3556",200.69377916666664,-31.53784444444444,40356,20,7.4,0
"A3556",200.7704458333333,-31.52866944444444,13579,96,2.4,1
"A3556",200.75631666666663,-31.518952777777773,13980,56,5.3,1
"A3556",200.82722916666663,-31.476938888888885,59036,42,7.3,0
"A3556",200.8018833333333,-31.47199444444444,14409,79,2.9,1
"A3556",200.81294583333332,-31.459955555555553,9010,10,26.8,0
"A3556",200.8115083333333,-31.46092222222222,9117,17,14.4,0
"A3556",200.79252916666664,-31.45260833333333,27233,16,8.5,0
"A3556",200.7142833333333,-31.48989722222222,26952,26,5.3,0
"A3556",200.73139999999998,-31.47388333333333,43722,13,10.8,0
"A3556",200.68262083333332,-31.481638888888885,40227,25,6.0,0
"A3556",200.77513333333332,-31.429486111111107,14014,22,5.7,1
"A3556",200.99921249999997,-31.472633333333327,15180,20,15.2,1
"A3556",200.90877916666665,-31.482549999999996,14120,58,4.0,1
"A3556",200.8829583333333,-31.46999722222222,13440,22,14.8,1
"A3556",200.86432499999998,-31.484272222222216,55220,31,13.7,0
"A3556",200.88684999999998,-31.430752777777773,33745,55,6.6,0
"A3556",200.91731249999998,-31.41774444444444,40105,13,11.5,0
"A3556",201.0285583333333,-31.423666666666662,40217,19,7.9,0
"A3556",201.08517499999996,-31.39198333333333,13434,10,26.2,1
"A3556",200.86433749999998,-31.431202777777774,40325,20,7.0,0
"A3556",200.81106249999996,-31.432391666666664,13799,25,4.5,1
"A3556",200.8866083333333,-31.395924999999995,14766,67,4.3,1
"A3556",200.76596666666663,-31.39969722222222,27400,24,19.0,0
"A3556",200.78266666666664,-31.39093333333333,27540,12,12.2,0
"A3556",200.7357958333333,-31.38768611111111,17452,19,15.1,0
"A3809",327.0908208333333,-44.147638888888885,19532,17,8.3,1
"A3809",327.0704541666666,-44.132858333333324,18916,24,13.9,1
"A3809",326.89407499999993,-44.14677777777777,18166,31,9.8,1
"A3809",326.9672416666666,-44.15715555555555,42171,27,10.0,0
"A3809",327.0388708333333,-44.118002777777775,55583,44,5.4,0
"A3809",327.0185708333333,-44.10838888888888,41273,10,15.4,0
"A3809",327.02481249999994,-44.087622222222215,41984,39,8.9,0
"A3809",326.95531666666665,-44.10162499999999,19633,9,18.1,1
"A3809",326.9358875,-44.05194722222222,18187,34,7.2,1
"A3809",326.9433916666666,-44.019119444444435,18732,30,10.4,1
"A3809",326.9373583333333,-44.01724722222222,41926,57,5.7,0
"A3809",327.09907499999997,-44.114461111111105,18780,16,19.6,1
"A3809",327.0866416666666,-44.121358333333326,18538,21,19.0,1
"A3809",327.0755208333333,-44.08366666666666,18387,22,17.9,1
"A3809",327.1123416666666,-44.05018333333333,19345,29,10.3,1
"A3809",327.0318416666666,-44.076924999999996,18795,89,2.4,1
"A3809",327.07500416666664,-44.011983333333326,19042,39,8.0,1
"A3809",327.07657499999993,-43.98631111111111,18252,67,5.5,1
"A3809",327.00604166666665,-44.01219166666666,19280,23,13.6,1
"A3809",326.9840583333333,-43.989886111111105,53564,62,6.7,0
"A3809",327.046075,-43.946263888888886,18796,27,11.8,1
"A3809",327.0012958333333,-43.95669166666666,7933,16,15.8,0
"A3809",327.0155583333333,-43.92133055555555,124007,47,8.0,0
"A3809",327.09749999999997,-43.95945555555555,19213,23,15.0,1
"A3809",327.09582916666665,-43.95118055555555,19175,69,5.1,1
"A3809",327.10898749999996,-43.936969444444436,20144,46,3.7,1
"A3809",327.0221791666666,-43.90113055555555,42090,28,9.2,0
"A3809",327.09273749999994,-43.8954611111111,43523,30,4.1,0
"A3809",327.05389166666663,-43.857636111111105,32474,42,9.2,0
"A3809",326.6469916666666,-44.11644444444444,84069,40,9.4,0
"A3809",326.6354416666666,-44.087025,18494,28,10.7,1
"A3809",326.55361249999993,-44.03606666666666,99330,46,8.9,0
"A3809",326.43218749999994,-44.153769444444436,20305,16,10.0,1
"A3809",326.4772333333333,-44.135661111111105,79708,41,7.0,0
"A3809",326.4948041666666,-44.10538055555555,19597,32,9.0,1
"A3809",326.43543333333326,-44.12080833333333,19910,13,14.3,1
"A3809",326.43839166666663,-44.07778333333333,18445,32,9.8,1
"A3809",326.43645,-44.06596111111111,19106,9,17.4,1
"A3809",326.3536291666666,-44.09846944444444,41581,13,12.9,0
"A3809",326.4159541666666,-44.0769111111111,41702,17,8.9,0
"A3809",326.41501249999993,-44.03077499999999,18318,25,15.3,1
"A3809",326.3668583333333,-44.040433333333326,81540,55,6.9,0
"A3809",326.3920333333333,-44.01949722222221,19270,23,15.7,1
"A3809",326.4632208333333,-44.06122777777777,18906,23,14.8,1
"A3809",326.4476833333333,-44.053286111111106,18794,41,7.4,1
"A3809",326.5400625,-44.03001944444444,54339,62,6.6,0
"A3809",326.5523833333333,-44.01469722222222,74294,30,8.6,0
"A3809",326.5334708333333,-43.999711111111104,105800,41,8.7,0
"A3809",326.4341333333333,-44.02840277777777,19089,13,11.2,1
"A3809",326.44211249999995,-43.99392777777777,19135,39,10.8,1
"A3809",326.4536333333333,-43.98398611111111,31126,59,7.3,0
"A3809",326.42122499999994,-44.01620555555555,41680,85,3.3,0
"A3809",326.47877916666664,-43.985638888888886,31154,27,15.3,0
"A3809",326.4730833333333,-43.97914166666666,54126,60,3.8,0
"A3809",326.4929458333333,-43.93852777777777,46754,30,11.3,0
"A3809",326.45137083333327,-43.92274166666666,18215,78,4.8,1
"A3809",326.36018749999994,-43.94556944444444,53928,66,5.5,0
"A3809",326.3762666666666,-43.893608333333326,19096,30,4.3,1
"A3809",326.35002499999996,-43.86440277777777,11733,63,3.7,0
"A3809",326.36793333333327,-43.837511111111105,42010,12,12.3,0
"A3809",326.7834624999999,-44.15283333333333,41616,18,15.1,0
"A3809",326.7915791666666,-44.09193888888888,30438,71,5.3,0
"A3809",326.69197499999996,-44.10310555555555,48479,43,6.4,0
"A3809",326.8224791666666,-44.04066666666666,132332,43,7.9,0
"A3809",326.8500458333333,-44.01778888888888,18526,15,11.8,1
"A3809",326.9084166666666,-44.010886111111105,54258,45,8.6,0
"A3809",326.87901666666664,-43.99916388888888,16915,72,2.5,0
"A3809",326.885075,-43.981586111111106,17708,17,10.2,1
"A3809",326.7954333333333,-43.951474999999995,18146,39,8.6,1
"A3809",326.8042708333333,-43.94185277777777,18300,30,9.9,1
"A3809",326.84537916666665,-43.93532222222222,17877,20,16.0,1
"A3809",326.81589166666663,-43.92610555555555,18456,27,11.3,1
"A3809",326.8263458333333,-43.915347222222216,17536,28,15.8,1
"A3809",326.6574583333333,-44.02569166666666,18263,27,6.2,1
"A3809",326.75051249999996,-44.00583888888888,18673,40,5.8,1
"A3809",326.6836125,-44.008422222222215,19152,29,13.5,1
"A3809",326.6709625,-44.006630555555546,18488,23,14.8,1
"A3809",326.64052499999997,-44.006836111111106,62003,40,8.4,0
"A3809",326.63977499999993,-43.98616666666666,18555,49,5.8,1
