plateifu,mangaid,plate,ifudsgn,objra,objdec,z,snr_med,sb_1re,sigma_e,vsig_glob,ba,sersic_n,th50_arcsec,re_kpc,log_mstar,log_mdyn,gbar_canon,y_canon,delta_canon,delta_canon_imfA,delta_canon_imfB,gbar_alt,y_alt,delta_alt,delta_alt_imfA,delta_alt_imfB,cut_primary,cut_variant
11831-1901,1-624268,11831,1901,196.517,53.4953,0.0239401,18.9428,1.18844,73.7183,0.30818,0.643132,4.4182,3.55198,1.71499,9.51758,10.0347,7.80427e-11,0.83379,0.345999,0.202365,0.398982,7.80427e-11,0.690643,0.322747,0.183569,0.374047,1,1
9867-3701,1-197573,9867,3701,221.225,48.6419,0.0500875,18.921,0.736936,106.746,0.42823,0.951464,3.26563,2.41575,2.36527,10.5205,10.4959,4.13038e-10,4.4128,-0.0689288,-0.244537,-0.0456815,4.13038e-10,3.6552,-0.0770885,-0.250204,-0.054234,0,1
11827-1902,1-320796,11827,1902,214.93,49.2366,0.0255284,18.9141,1.04382,87.6691,0.55398,0.962307,4.74838,3.50857,1.80297,10.4507,10.207,6.05405e-10,6.468,-0.274968,-0.454729,-0.227256,6.05405e-10,5.35757,-0.280912,-0.458773,-0.233827,0,1
9030-3701,1-633722,9030,3701,242.45,30.1431,0.0472344,18.8889,1.20381,175.204,0.498167,0.849854,6,3.51434,3.25589,11.0175,11.0651,6.84661e-10,7.31476,0.0197069,-0.161154,-0.0169253,6.84661e-10,6.05895,0.0143603,-0.164772,-0.0218695,0,1
11969-1902,1-364539,11969,1902,228.115,7.51264,0.0492843,18.7516,0.81739,179.181,0.46966,0.960624,6,1.73325,1.67141,10.4802,10.795,7.53836e-10,8.0538,0.289401,0.107751,0.249808,7.53836e-10,6.67112,0.284486,0.104438,0.245294,0,1
8651-1902,1-635348,8651,1902,313.902,-0.636586,0.0535281,18.5811,0.771352,176.277,0.392389,0.747939,3.3223,4.2764,4.45647,11.1175,11.2067,4.6e-10,4.91453,0.049011,-0.127886,0.0125648,4.6e-10,4.0708,0.0415317,-0.133047,0.00562757,1,1
9872-3701,1-633000,9872,3701,233.232,42.4383,0.0196973,18.5427,0.89098,94.5308,0.427261,0.595227,2.27602,3.84856,1.53672,10.0545,10.2031,3.34674e-10,3.57557,0.094971,-0.077832,0.131773,3.34674e-10,2.96171,0.0853509,-0.0846048,0.121433,0,1
9873-1901,1-623608,9873,1901,194.932,27.9947,0.022251,18.5423,0.942598,134.953,0.166151,0.962682,6,2.76519,1.24344,10.0998,10.4203,5.67297e-10,6.06087,0.287355,0.10822,0.282827,5.67297e-10,5.02033,0.281073,0.103933,0.276604,1,1
11952-3702,1-325250,11952,3702,252.7,28.8456,0.032649,18.5387,1.06195,73.2544,0.356295,0.945757,1.55832,4.46517,2.90957,10.0547,10.2588,9.33935e-11,0.997794,0.0533565,-0.0945127,0.108583,9.33935e-11,0.826492,0.0319218,-0.111504,0.0854055,1,1
8143-3704,1-44418,8143,3704,120.385,42.0023,0.0315773,18.5228,1.10981,255.331,0.197027,0.928551,6,4.22093,2.66355,10.8829,11.305,7.50293e-10,8.01595,0.396575,0.214962,0.313088,7.50293e-10,6.63976,0.391639,0.211635,0.308966,1,1
9496-3701,1-382889,9496,3701,120.62,20.514,0.0286278,18.4387,0.715706,134.158,0.571535,0.461873,1.95384,4.67406,2.68348,10.3591,10.7492,2.21284e-10,2.36414,0.313575,0.147447,0.310081,2.21284e-10,1.95826,0.300592,0.138007,0.297182,0,1
12506-12704,1-83054,12506,12704,220.135,3.55954,0.0255202,18.2851,0.706759,131.764,0.193709,0.967009,5.92054,1.97475,1.01446,9.89204,10.3111,5.28254e-10,5.64374,0.38368,0.205267,0.382056,5.28254e-10,4.67481,0.377009,0.200698,0.375408,1,1
10497-1901,1-412352,10497,1901,120.625,17.2847,0.0405681,18.276,0.544436,77.0365,0.438796,0.776208,1.82426,1.7095,1.37109,9.81041,9.97577,2.39638e-10,2.56023,0.0937625,-0.0737707,0.15181,2.39638e-10,2.12069,0.0814752,-0.0826456,0.138133,0,1
9873-6103,1-456853,9873,6103,194.723,28.1261,0.0233774,18.2759,0.933128,120.171,0.270097,0.811982,6,2.76582,1.30491,10.0739,10.3405,4.85253e-10,5.18433,0.228342,0.0508413,0.237749,4.85253e-10,4.29427,0.221184,0.0459165,0.23045,1,1
11863-3704,1-195465,11863,3704,195.12,55.1942,0.0642138,18.271,0.886691,184.268,0.145075,0.975628,6,2.28129,2.81627,10.9048,11.0459,7.05839e-10,7.54101,0.11407,-0.0670477,0.0711589,7.05839e-10,6.24636,0.108863,-0.070566,0.0664094,1,1
11009-12703,1-456645,11009,12703,195.775,26.5311,0.0191312,18.2696,0.94228,101.365,0.409904,0.668868,3.16717,3.96599,1.53914,9.94671,10.2644,2.60268e-10,2.78064,0.250956,0.0820262,0.278967,2.60268e-10,2.30326,0.239367,0.0737116,0.266747,0,1
8459-1901,1-167079,8459,1901,147.802,44.0093,0.015711,18.2562,0.533715,77.9952,0.525384,0.777813,1.4648,2.84121,0.909266,9.50042,9.80814,2.66877e-10,2.85125,0.24244,0.0730975,0.299858,2.66877e-10,2.36175,0.231057,0.0649477,0.287176,0,1
9882-3702,1-537081,9882,3702,206.949,23.3672,0.08362,18.1991,0.868852,157.136,0.312235,0.73525,4.19861,2.74656,4.31653,11.0248,11.093,3.96116e-10,4.23201,0.0221228,-0.152959,-0.000270116,3.96116e-10,3.50545,0.0136866,-0.158832,-0.00833204,1,1
8722-1901,1-46057,8722,1901,126.002,51.5405,0.0812156,18.1969,0.792261,168.841,0.423548,0.950547,6,2.25446,3.45087,11.0137,11.0582,6.04127e-10,6.45435,0.0132097,-0.166531,-0.0186422,6.04127e-10,5.34626,0.00725442,-0.170583,-0.0242095,0,1
12506-12705,1-83066,12506,12705,219.99,3.08327,0.0260909,18.1633,0.655826,109.187,0.527732,0.881914,2.59723,1.96718,1.03246,9.82256,10.1555,4.34599e-10,4.64315,0.290615,0.114386,0.311289,4.34599e-10,3.84601,0.282783,0.108963,0.30312,0,1
8725-1902,1-72913,8725,1902,127.489,44.9402,0.0426329,18.1622,1.13815,211.22,0.095436,0.858939,4.05281,3.64419,3.064,10.8233,11.2011,4.94279e-10,5.28076,0.340139,0.162435,0.281638,4.94279e-10,4.37415,0.333089,0.15759,0.275397,1,1
10496-3703,1-122708,10496,3703,125.528,41.5091,0.0596034,18.1574,0.691478,211.184,0.409169,0.763996,6,2.36522,2.72497,10.7869,11.15,5.74692e-10,6.13987,0.33035,0.151088,0.271294,5.74692e-10,5.08577,0.324136,0.14685,0.265809,0,1
12081-1901,1-35723,12081,1901,30.5519,-1.00812,0.0417953,18.1422,0.70209,183.357,0.476244,0.846177,6,1.27755,1.0541,10.0598,10.6148,7.20029e-10,7.69262,0.528412,0.347131,0.486069,7.20029e-10,6.37194,0.523296,0.343676,0.481396,0,1
11824-1902,1-83455,11824,1902,223.56,4.7944,0.0275567,18.0922,0.897242,171.699,0.548149,0.822916,5.43259,3.68692,2.04016,10.5238,10.8445,5.59421e-10,5.97672,0.287126,0.108129,0.253385,5.59421e-10,4.95063,0.280769,0.103788,0.247463,0,1
8593-3703,1-576292,8593,3703,225.691,53.5122,0.0343337,18.0771,0.854698,131.638,0.252054,0.71212,4.57798,4.12799,2.82295,10.6959,10.7548,4.34268e-10,4.63961,0.016508,-0.159712,0.0150209,4.34268e-10,3.84308,0.00867067,-0.165138,0.00720732,1,1
8651-1901,1-179024,8651,1901,312.923,0.859873,0.10641,18.0457,0.691772,504.231,0.271074,0.845203,6,2.30392,4.4884,10.9944,12.1227,3.41616e-10,3.64975,1.07564,0.902541,0.915222,3.41616e-10,3.02315,1.06617,0.895884,0.908387,1,1
10216-1901,1-297909,10216,1901,117.038,18.5707,0.0462749,18.0082,0.567805,144.446,0.562901,0.696136,6,1.95194,1.77368,10.2803,10.6336,4.22487e-10,4.51375,0.309858,0.13397,0.297358,4.22487e-10,3.73882,0.301845,0.128414,0.289547,0,1
9503-1902,1-229890,9503,1902,121.398,24.4866,0.0419308,17.9897,0.531338,76.5946,0.357371,0.706051,6,1.97898,1.63787,10.0203,10.048,2.72265e-10,2.90881,-0.03645,-0.206116,0.0231232,2.72265e-10,2.40942,-0.0476694,-0.214137,0.0105675,1,1
8137-6102,1-338721,8137,6102,115.302,42.7494,0.035771,17.9833,0.863242,235.793,0.23901,0.828544,5.06645,6.47777,4.60738,11.1816,11.4738,4.98861e-10,5.32971,0.254879,0.077075,0.182988,4.98861e-10,4.4147,0.247883,0.0722688,0.176967,1,1
8156-6104,1-38798,8156,6104,56.1106,-0.303872,0.0367456,17.8899,0.380582,106.569,0.236241,0.699014,6,1.56468,1.14189,9.7891,10.1782,3.2895e-10,3.51442,0.334724,0.162168,0.357683,3.2895e-10,2.91106,0.324977,0.155298,0.347486,1,1
7980-9101,1-115386,7980,9101,333.741,13.7619,0.024189,17.8335,1.18027,184.121,0.222959,0.859917,6,2.74833,1.34036,10.3096,10.7227,7.9142e-10,8.45535,0.388892,0.206867,0.345834,7.9142e-10,7.00372,0.384184,0.203699,0.341543,1,1
11022-3701,1-559761,11022,3701,218.935,4.99308,0.0298374,17.7451,0.943702,179.328,0.271491,0.74991,4.63298,4.06651,2.42978,10.6055,10.9582,4.76053e-10,5.08604,0.313683,0.136396,0.275079,4.76053e-10,4.21286,0.306411,0.131387,0.268366,1,1
8245-3702,1-462966,8245,3702,135.296,20.6107,0.0315154,17.7374,1.19569,193.547,0.514894,0.691235,6,4.2653,2.68648,10.7922,11.0681,5.98622e-10,6.39553,0.244279,0.0646243,0.195756,5.98622e-10,5.29754,0.238277,0.0605388,0.19034,0,1
8152-1902,1-300828,8152,1902,143.374,33.9743,0.0274206,17.7374,0.934996,143.012,0.274252,0.913385,5.6425,2.59002,1.42635,10.1737,10.5303,5.11118e-10,5.46067,0.320072,0.142007,0.308594,5.11118e-10,4.52317,0.313215,0.137303,0.301898,1,1
9042-3703,1-593972,9042,3703,235.202,28.2921,0.0327594,17.7191,1.23643,251.154,0.274797,0.828758,4.2001,5.18742,3.39118,11.0722,11.3955,7.15791e-10,7.64734,0.296648,0.115414,0.215397,7.15791e-10,6.33444,0.291504,0.111941,0.211079,1,1
8551-1902,1-247373,8551,1902,234.592,45.8019,0.0213513,17.6926,0.869378,71.6765,0.227591,0.694529,3.04405,2.02146,0.873194,9.10169,9.71718,1.15541e-10,1.23442,0.486644,0.333865,0.545996,1.15541e-10,1.02249,0.467382,0.318941,0.52491,1,1
11967-3702,1-335059,11967,3702,231.126,11.0977,0.0457581,17.6284,0.893117,178.045,0.354255,0.959631,6,1.77571,1.5965,10.4304,10.7695,7.36773e-10,7.8715,0.313178,0.13171,0.274417,7.36773e-10,6.52011,0.308163,0.128327,0.269802,1,1
9042-3704,1-593971,9042,3704,235.147,28.3607,0.032706,17.628,1.30694,263.981,0.423256,0.783001,4.87954,4.7322,3.08874,10.9877,11.3982,7.10257e-10,7.58821,0.383655,0.202486,0.296262,7.10257e-10,6.28546,0.378477,0.198988,0.291971,0,1
11007-1902,1-457126,11007,1902,195.459,27.8936,0.025181,17.6205,1.16862,183.475,0.404206,0.957112,6,3.256,1.6511,10.4361,10.8102,6.9793e-10,7.45652,0.346831,0.165807,0.304477,6.9793e-10,6.17637,0.341573,0.162252,0.299675,0,1
8570-1902,1-41493,8570,1902,24.0007,14.5654,0.0340731,17.5268,0.906899,188.059,0.545083,0.787934,6,3.76615,2.55675,10.7378,11.0216,5.82968e-10,6.2283,0.251512,0.0721109,0.20658,5.82968e-10,5.15901,0.245373,0.067927,0.200996,0,1
10492-1902,1-380333,10492,1902,123.687,58.2798,0.0275005,17.5059,0.914558,103.935,0.373691,0.965349,6,2.7464,1.51673,10.3762,10.2798,7.20612e-10,7.69884,-0.123011,-0.3043,-0.0955837,7.20612e-10,6.37709,-0.128125,-0.307752,-0.101005,1,1
11011-1902,1-197677,11011,1902,218.719,48.6619,0.036641,17.4321,1.08911,140.951,0.356578,0.768585,6,3.74732,2.72731,10.491,10.7992,2.90296e-10,3.10146,0.247463,0.0767809,0.238199,2.90296e-10,2.569,0.236758,0.0691658,0.227684,1,1
12511-1901,1-53681,12511,1901,135.467,1.99328,0.0568148,17.3483,0.634614,193.173,0.213943,0.873068,6,2.24837,2.47728,10.696,11.0312,5.6406e-10,6.02628,0.301845,0.122766,0.253734,5.6406e-10,4.99168,0.295532,0.118457,0.248029,1,1
8253-1901,1-274646,8253,1901,158.017,43.8593,0.028376,17.2679,0.930684,98.4325,0.160282,0.951887,6,3.4443,1.96065,10.4019,10.344,4.57449e-10,4.88727,-0.0982991,-0.275132,-0.0652441,4.57449e-10,4.04822,-0.105812,-0.280318,-0.0732826,1,1
11958-1901,1-144884,11958,1901,207.244,3.52248,0.0242409,17.2402,0.758838,71.1023,0.242865,0.868153,5.53122,1.99866,0.976774,9.70569,9.75888,3.71e-10,3.96368,0.00433578,-0.16989,0.0744413,3.71e-10,3.28319,-0.0045473,-0.1761,0.064236,1,1
11838-1902,1-609044,11838,1902,156.727,-0.541518,0.0345726,17.2102,1.03012,104.874,0.478578,0.986338,4.48748,3.39165,2.33488,10.6808,10.4749,6.13058e-10,6.54976,-0.236697,-0.416575,-0.21062,6.13058e-10,5.42529,-0.242578,-0.420574,-0.216833,0,1
8992-3704,1-149871,8992,3704,173.487,51.2498,0.0260956,17.1645,0.96755,166.609,0.412513,0.91233,3.89918,4.61607,2.42313,10.6757,10.8931,5.62608e-10,6.01077,0.183986,0.00493235,0.153892,5.62608e-10,4.97883,0.177659,0.000613058,0.147953,0,1
10515-3702,1-181975,10515,3702,147.513,6.17521,0.0616125,17.1565,0.741477,154.729,0.18762,0.967419,5.34295,2.30373,2.73712,10.8139,10.8818,6.06173e-10,6.4762,0.0366639,-0.143109,0.0154588,6.06173e-10,5.36436,0.0307258,-0.147148,0.00978089,1,1
10508-3704,1-576079,10508,3704,182.273,51.417,0.0863751,17.1491,0.798993,216.909,0.2945,0.857029,6,2.46821,3.99411,11.0966,11.3393,5.45824e-10,5.83145,0.208303,0.0295541,0.146176,5.45824e-10,4.8303,0.201813,0.0251164,0.140481,1,1
12080-3703,1-35270,12080,3703,30.4803,-1.1691,0.0414594,17.1415,0.463586,98.629,0.415548,0.913559,4.21579,1.67914,1.37486,10.0859,10.1916,4.49411e-10,4.8014,0.0646135,-0.112013,0.0973858,4.49411e-10,3.97709,0.0569909,-0.11728,0.0892363,0,1
12073-1902,1-32848,12073,1902,14.8128,-0.225146,0.0447139,17.0935,0.672217,160.767,0.185072,0.970143,6,1.86794,1.64313,10.3138,10.6934,5.3179e-10,5.68152,0.344366,0.165884,0.318706,5.3179e-10,4.70611,0.337732,0.161342,0.312419,1,1
10213-1901,1-72595,10213,1901,124.083,43.4476,0.0241983,17.0796,1.08642,145.241,0.284049,0.923325,6,3.23689,1.57922,10.4248,10.5879,7.43342e-10,7.94169,0.137386,-0.044153,0.123738,7.43342e-10,6.57825,0.13241,-0.0475085,0.118905,1,1
8450-3702,1-490074,8450,3702,170.573,23.2773,0.0608899,17.0117,0.802583,209.978,0.259181,0.666739,5.87256,2.70095,3.17412,10.818,11.2113,4.55021e-10,4.86134,0.35266,0.175889,0.295212,4.55021e-10,4.02673,0.345114,0.170679,0.288511,1,1
10505-3701,1-300705,10505,3701,139.388,33.1404,0.062282,17.0115,0.80387,248.166,0.581363,0.757755,3.88341,2.49309,2.99193,10.8499,11.3308,5.51115e-10,5.88798,0.446818,0.267971,0.368209,5.51115e-10,4.87712,0.44038,0.263572,0.362755,0,1
10520-1902,1-79648,10520,1902,157.208,4.96056,0.0229437,16.9801,1.06656,122.988,0.200708,0.856804,3.59323,3.08682,1.43008,10.1996,10.4004,5.39697e-10,5.766,0.166073,-0.0125609,0.17276,5.39697e-10,4.77608,0.159521,-0.0170434,0.166116,1,1
9884-3703,1-196267,9884,3703,206.676,53.4399,0.0680039,16.8751,1.02486,170.254,0.254172,0.792348,6,2.75662,3.58796,10.9353,11.0824,4.6652e-10,4.98419,0.107359,-0.0696989,0.0750527,4.6652e-10,4.1285,0.0999656,-0.0747967,0.0681364,1,1
8240-1902,1-72852,8240,1902,125.51,44.457,0.0305184,16.8164,0.700427,157.884,0.51819,0.831659,4.75259,2.82905,1.72756,10.357,10.6994,5.31418e-10,5.67754,0.307169,0.128694,0.2837,5.31418e-10,4.70281,0.300531,0.124149,0.27738,0,1
11967-1902,1-335454,11967,1902,231.594,8.98735,0.0349708,16.8001,1.15498,188.787,0.514553,0.863491,4.42635,3.70582,2.57931,10.793,11.0288,6.50519e-10,6.94999,0.20658,0.026163,0.160883,6.50519e-10,5.7568,0.200991,0.0223732,0.155812,0,1
8983-1902,1-627086,8983,1902,205.607,26.2124,0.0657623,16.7974,0.913519,242.072,0.405918,0.817903,6,3.06432,3.86712,11.1194,11.4206,6.13569e-10,6.55522,0.270399,0.0905129,0.194344,6.13569e-10,5.42981,0.264522,0.0865172,0.189345,0,1
8603-1902,1-210773,8603,1902,246.983,39.2814,0.0319436,16.7104,1.12559,193.022,0.36787,0.956866,6,3.23183,2.06215,10.6555,10.9508,7.41515e-10,7.92217,0.269548,0.0880293,0.220788,7.41515e-10,6.56208,0.264562,0.0846662,0.216298,1,1
8132-3704,1-338633,8132,3704,113.255,42.4251,0.0270996,16.6991,0.809177,176.873,0.421488,0.722332,6,4.67022,2.54281,10.6095,10.966,4.3872e-10,4.68718,0.31442,0.138078,0.2777,4.3872e-10,3.88248,0.306647,0.1327,0.270492,0,1
8149-3702,1-145995,8149,3702,119.199,28.2167,0.0408828,16.6783,0.580616,156.982,0.538841,0.874184,5.87408,1.59953,1.29235,10.077,10.5684,4.98336e-10,5.3241,0.454011,0.276218,0.431336,4.98336e-10,4.41005,0.447008,0.271407,0.424655,0,1
11868-3701,1-269915,11868,3701,249.357,25.308,0.0583637,16.6345,0.656133,187.802,0.557336,0.72548,3.66314,2.784,3.14532,10.8081,11.1104,4.52919e-10,4.83887,0.261512,0.084795,0.217506,4.52919e-10,4.00813,0.253938,0.0795637,0.210589,0,1
8082-3703,1-37998,8082,3703,50.1889,-1.05394,0.0207893,16.5345,0.719359,87.1159,0.273734,0.771803,6,3.21819,1.35446,9.99769,10.0773,3.77944e-10,4.03786,0.0315423,-0.142929,0.0782648,3.77944e-10,3.34463,0.0227874,-0.149043,0.0686557,1,1
9002-3701,1-373175,9002,3701,222.834,30.6638,0.0500068,16.4728,0.789161,246.132,0.488935,0.827128,6,2.303,2.25146,10.596,11.2001,5.42418e-10,5.79506,0.56956,0.390875,0.492035,5.42418e-10,4.80016,0.563036,0.386412,0.486493,0,1
8604-6103,1-248869,8604,6103,244.691,39.3344,0.0316402,16.445,0.997679,207.33,0.235229,0.766679,4.36351,4.912,3.10558,10.8395,11.1908,4.99418e-10,5.33566,0.314006,0.13619,0.257715,4.99418e-10,4.41963,0.307016,0.131388,0.2515,1,1
9189-1901,1-51521,9189,1901,52.3316,-6.47794,0.0420144,16.3919,0.50556,140.835,0.574459,0.831675,3.24129,1.95535,1.62138,10.205,10.5726,4.25062e-10,4.54126,0.324458,0.148497,0.31496,4.25062e-10,3.76161,0.316484,0.142969,0.307139,0,1
9485-3704,1-605037,9485,3704,122.247,36.6875,0.0304231,16.3579,0.930328,197.49,0.417703,0.942643,4.53479,4.51191,2.7469,10.8946,11.0952,7.24745e-10,7.74301,0.174274,-0.00706108,0.122742,7.24745e-10,6.41368,0.169186,-0.0104954,0.118187,0,1
11742-1901,1-122258,11742,1901,122.331,38.942,0.0394945,16.2987,0.51072,108.235,0.398193,0.84451,4.26918,1.57252,1.22942,9.93918,10.2238,4.00921e-10,4.28334,0.239004,0.0637691,0.260567,4.00921e-10,3.54797,0.230648,0.057956,0.25184,1,1
8461-3701,1-166613,8461,3701,144.516,42.9743,0.0468085,16.2948,1.05501,219.585,0.199897,0.633018,6,4.608,4.23277,11.0646,11.3751,4.51427e-10,4.82294,0.269668,0.0929895,0.206866,4.51427e-10,3.99493,0.262073,0.0877431,0.200196,1,1
8445-1902,1-409109,8445,1902,206.666,34.2245,0.0252944,16.2942,0.980687,152.146,0.501559,0.92112,5.03385,3.44133,1.7527,10.3656,10.6735,5.26626e-10,5.62635,0.272377,0.0939968,0.253398,5.26626e-10,4.66041,0.265689,0.0894155,0.24697,0,1
9888-3702,1-316773,9888,3702,235.375,27.9865,0.0319365,16.2932,1.15165,248.016,0.240864,0.887076,6,4.60141,2.93541,10.9432,11.3219,7.09805e-10,7.58339,0.351842,0.170678,0.272184,7.09805e-10,6.28146,0.34666,0.167177,0.267818,1,1
7961-1902,1-177974,7961,1902,259.6,29.7058,0.0286075,16.2508,0.691781,159.459,0.136518,0.861509,6,2.41368,1.3848,10.1378,10.612,4.99231e-10,5.33366,0.436888,0.259076,0.412323,4.99231e-10,4.41797,0.429896,0.254273,0.405679,1,1
11962-1902,1-363805,11962,1902,226.493,7.72872,0.0502533,16.2464,0.587366,158.897,0.592589,0.788275,5.22762,2.18367,2.1447,10.5013,10.7989,4.80653e-10,5.13518,0.258985,0.0815905,0.234912,4.80653e-10,4.25357,0.251771,0.0766244,0.228048,0,1
9514-1902,1-42247,9514,1902,33.5881,14.1185,0.0289761,16.1827,0.373095,75.5104,0.235118,0.579569,2.1278,2.41421,1.40233,9.70397,9.96818,1.79284e-10,1.91543,0.172995,0.0108446,0.230976,1.79284e-10,1.58658,0.158082,-0.00020915,0.214488,1,1
9868-6103,1-321170,9868,6103,218.663,47.9683,0.0363322,16.1641,0.67073,152.946,0.449976,0.601385,3.37082,5.88234,4.24667,10.8981,11.0624,3.05653e-10,3.26552,0.10638,-0.0650924,0.0876377,3.05653e-10,2.70489,0.0960765,-0.0723933,0.0777057,0,1
11012-3702,1-245235,11012,3702,211.425,55.7769,0.040932,16.1509,0.556191,112.393,0.279777,0.572573,1.23344,2.96824,2.40095,10.1395,10.5472,1.6672e-10,1.78119,0.310938,0.150245,0.326443,1.6672e-10,1.4754,0.29533,0.138596,0.310411,1,1
11962-3703,1-631833,11962,3703,226.508,8.78979,0.0459787,16.1302,0.840235,226.632,0.219872,0.8613,4.47194,4.1923,3.78638,11.0873,11.3542,5.94514e-10,6.35164,0.235099,0.0555093,0.167269,5.94514e-10,5.26118,0.229061,0.0513985,0.16204,1,1
11013-1901,1-244631,11013,1901,206.446,55.7571,0.0397712,16.1087,1.04699,186.77,0.264622,0.780287,6,3.56526,2.80598,10.7599,11.056,5.09327e-10,5.44153,0.25949,0.0814626,0.215781,5.09327e-10,4.50732,0.252613,0.0767437,0.209504,1,1
11940-3702,1-200895,11940,3702,245.622,35.6559,0.033399,16.1075,1.31691,172.733,0.164814,0.859046,5.3551,3.8441,2.56011,10.8142,10.9483,6.93405e-10,7.40818,0.106597,-0.0743722,0.0716882,6.93405e-10,6.13633,0.101309,-0.0779482,0.0667806,1,1
8550-1901,1-594446,8550,1901,246.086,39.1775,0.0300708,16.1012,0.722311,118.663,0.505585,0.91426,5.49632,2.2068,1.32853,10.1022,10.3373,4.99679e-10,5.33845,0.197871,0.0200495,0.208811,4.99679e-10,4.42194,0.190884,0.0152502,0.201664,0,1
9037-3704,1-199454,9037,3704,235.177,43.7513,0.0195954,16.0597,1.15333,103.036,0.50734,0.920454,5.12134,3.81869,1.51709,10.2738,10.2723,5.6895e-10,6.07853,-0.034586,-0.21375,-0.00650471,5.6895e-10,5.03496,-0.040853,-0.218026,-0.0131506,0,1
8332-3701,1-575778,8332,3701,208.774,42.9474,0.0637241,16.0312,0.765605,100.674,0.225195,0.801576,5.21869,2.87073,3.51894,10.8178,10.6176,3.70005e-10,3.95304,-0.249161,-0.423351,-0.219321,3.70005e-10,3.27438,-0.258063,-0.429576,-0.228768,1,1
8588-6101,1-135517,8588,6101,248.457,39.2632,0.0317611,15.9715,0.94046,109.953,0.42852,0.961436,1.65423,6.15725,3.90719,10.8344,10.7396,3.1186e-10,3.33184,-0.151817,-0.323591,-0.132564,3.1186e-10,2.75982,-0.161966,-0.330772,-0.143101,0,1
8441-3703,1-252632,8441,3703,225.679,37.9494,0.0287959,15.9713,0.950482,168.392,0.338506,0.948444,4.51348,4.33455,2.50266,10.699,10.9164,5.56464e-10,5.94513,0.183631,0.00468716,0.152266,5.56464e-10,4.92446,0.177245,0.000325274,0.146287,1,1
8259-3704,1-258007,8259,3704,179.593,43.8153,0.0699792,15.95,0.766466,114.746,0.357204,0.95273,3.12487,2.61176,3.49008,10.8389,10.7276,3.94882e-10,4.21882,-0.157429,-0.332471,-0.142749,3.94882e-10,3.49453,-0.165886,-0.33836,-0.15146,1,1
8262-3702,1-258249,8262,3702,183.66,43.5362,0.0242308,15.9484,1.01662,100.157,0.494318,0.80478,5.36026,4.84425,2.3665,10.3147,10.4408,2.56884e-10,2.74449,0.0586379,-0.110075,0.0879482,2.56884e-10,2.27331,0.0469392,-0.118477,0.0755857,0,1
8589-1902,1-576303,8589,1902,227.455,55.0737,0.0511784,15.9257,0.865685,94.6544,0.320284,0.984136,5.18373,2.21164,2.20973,10.558,10.3619,5.15929e-10,5.51206,-0.23226,-0.410425,-0.194224,5.15929e-10,4.56574,-0.239063,-0.41509,-0.201585,1,1
8137-6103,1-43718,8137,6103,116.783,43.3141,0.0416588,15.9011,0.649332,221.532,0.375522,0.927868,4.62318,5.38963,4.43315,11.1397,11.4029,4.89224e-10,5.22676,0.225228,0.0476372,0.160996,4.89224e-10,4.32942,0.218118,0.0427476,0.154776,1,1
8310-3703,1-516559,8310,3703,180.116,23.6254,0.0527828,15.8396,0.758035,200.832,0.191207,0.862197,6,2.46803,2.53838,10.6728,11.0755,5.09264e-10,5.44085,0.366116,0.188089,0.313613,5.09264e-10,4.50676,0.359238,0.18337,0.30745,1,1
12071-6104,1-28715,12071,6104,346.954,0.940546,0.0418516,15.8113,1.03383,199.343,0.315466,0.874678,5.37495,5.55688,4.59082,11.2915,11.3264,6.47156e-10,6.91406,0.00555872,-0.174812,-0.0468106,6.47156e-10,5.72704,-5.50552e-05,-0.178619,-0.0518318,1,1
8656-6104,1-31249,8656,6104,7.67879,-0.802217,0.0601364,15.7816,0.61924,108.065,0.582162,0.873189,3.65685,3.417,3.96944,10.7705,10.7314,2.60789e-10,2.7862,-0.105658,-0.274621,-0.0848249,2.60789e-10,2.30786,-0.117231,-0.282922,-0.0968634,0,1
11834-1902,1-13736,11834,1902,223.081,-0.269204,0.0435138,15.7762,0.463609,81.4122,0.300654,0.81396,1.90516,2.11172,1.8103,10.0722,10.1444,2.51183e-10,2.68357,0.00345018,-0.164886,0.0557174,2.51183e-10,2.22286,-0.00843675,-0.173439,0.0426135,1,1
10845-3704,1-60406,10845,3704,148.395,2.96833,0.0709618,15.7716,0.716125,315.729,0.276623,0.821082,6,2.48698,3.36613,10.9778,11.5911,5.84561e-10,6.24531,0.581008,0.40158,0.472516,5.84561e-10,5.1731,0.574883,0.397406,0.467653,1,1
8625-6103,1-24104,8625,6103,257.957,57.5895,0.0299956,15.7478,0.692305,195.83,0.133579,0.926096,6,6.70507,4.02683,11.0048,11.254,4.34645e-10,4.64365,0.2069,0.0306691,0.158015,4.34645e-10,3.84642,0.199068,0.0252471,0.150932,1,1
11751-3704,1-301107,11751,3704,146.496,34.5533,0.0598326,15.7242,0.728772,140.747,0.583344,0.963684,6,2.54335,2.94067,10.8347,10.8306,5.50901e-10,5.88569,-0.0381257,-0.216969,-0.0477308,5.50901e-10,4.87523,-0.0445656,-0.22137,-0.0540424,0,1
8938-3702,1-201892,8938,3702,119.33,30.4918,0.0574243,15.6165,0.677571,213.802,0.409884,0.914662,6,2.30755,2.56792,10.8,11.1349,6.67013e-10,7.12621,0.306382,0.125746,0.245299,6.67013e-10,5.90277,0.300913,0.122041,0.240499,0,1
