muse_id model virial_velocity virial_velocity_err log_Mvir log_Mdvir_err concentration concentration_err rs_kpc rs_kpc_err rhos rhos_err log_X log_X_err
1041 DC14 168.33603024390382 33.489482392317726 11.901550921713262 0.2674458608411319 12.440176994992044 2.2759153079402115 5.852599394858541 1.9408350741578275 44064521.38033063 21859725.260340862 -2.675635849695775 0.20353698996714337
1046 DC14 73.26669242018417 42.06528062259966 10.907011299258906 0.5010876680112359 14.303071967402893 5.39960898370284 2.9844123005989336 4.846816296884188 40103640.57017144 36590068.28757784 -2.3123558572474763 0.40259955919174334
1047 DC14 144.45415199096502 55.1598975895017 11.830074915465321 0.4810049580146684 12.577387811400376 4.5364534246480455 7.038464268742308 5.994767845200093 24297824.023335677 24588851.10623998 -2.5622064197005736 0.3078393502493284
1053 DC14 74.18644673094227 4.451580772492611 10.941857120571676 0.07694665387279276 20.676446192020798 3.6287214583685956 3.7916213362085784 3.037737471206203 77800439.9849869 38244151.89914784 -1.3500555921919637 0.16518941475955323
1060 DC14 95.4024455129091 37.14481402728762 11.393122973343052 0.5247937947182939 16.20520515222637 4.8856845204129264 4.521189143507273 3.6945553708508934 28758122.919163626 20215955.65009495 -2.51080851331868 0.3968267596929929
1064 DC14 154.659723577877 51.97132245495758 11.791076423792777 0.3846299391117782 9.569491834082214 2.472675708161112 7.453792808560214 5.03350550995057 23269844.79935316 15097726.888049752 -2.4259721586771357 0.2952046342130323
1065 DC14 63.85092510442635 22.4795067660414 10.903999756289174 0.4614851472446023 17.07372233060746 4.965736127574756 3.061288506376448 2.613683204986166 27934148.580914546 18334741.70654879 -2.5962618481971464 0.399357476638169
1068 DC14 78.2737063706552 27.02006019678176 11.168968263775511 0.44361908342389067 14.787090261251892 5.284896505682742 4.417515980172324 3.528740094156706 19478602.236059934 18628684.01665158 -2.3382379047710398 0.42860002225433025
1076 DC14 77.21214364897676 11.856582139157931 10.972687414217555 0.1908420275066785 15.940858695046153 4.620719403722749 2.8013848371896324 2.6448100531519954 52060462.09993337 37201206.9428777 -2.1657364672866213 0.47793553097948793
1081 DC14 105.51018125953962 43.60371982387881 11.545381216698162 0.5091490350077407 15.138850827743042 5.143913791933042 5.8521315617960745 5.166777637294247 22730663.365696263 18683587.461837582 -2.488967894667429 0.3961783726562586
1082 DC14 123.90206092332055 35.007029734434035 11.548563747478974 0.4040147810754671 6.042616897007843 1.5770519737340574 10.201189586315124 3.9291537510564023 6617922.760877077 6749533.027183865 -2.569312417589609 0.2785702828729725
1086 DC14 48.79131475130784 22.02752651103277 10.504834452085008 0.5603127017168588 12.788327882231092 4.991309818542171 2.9291885871226278 2.611382578733609 17322768.160293087 19382662.462140396 -2.5081648421499656 0.4053361765212302
1089 DC14 150.27271368341303 43.33058924359183 11.858514232896628 0.3832728339210937 9.825085769975615 2.486399349154786 8.715281833025063 3.7898865423341968 15287634.776784733 11723397.1096404 -2.475785722768039 0.2974948417353532
1091 DC14 60.143494076370544 26.510287460279393 10.588761110686116 0.41951289077217935 14.997803758505139 5.430833069837715 2.2377863611816813 2.484347778768452 58899352.26271062 56858470.23947237 -2.140541706946155 0.49953215877716833
1097 DC14 88.46445940472846 54.68370003452007 11.151056425073227 0.5320395667819504 14.624842361620704 5.484095577097227 3.582943340484186 5.377389052972351 42766313.055521324 40478791.78045226 -2.2464472844904257 0.45265763437164847
1101 DC14 115.39899606336564 41.727587970295076 11.42765206211729 0.3533762194757493 18.50640975010675 4.324008647658978 2.902811442047084 2.8452128329739423 100687533.12645799 49931087.756970696 -2.5021858715912053 0.2765920575702458
1119 DC14 50.99515342682629 23.4166535089005 10.500663111569779 0.6241327032224088 9.712998653935404 4.089103485518887 3.3238635535959187 2.565389553533448 12144678.648895446 17873244.150962945 -2.622551026450955 0.3118660252262871
1127 DC14 90.2933179110823 10.670891808636659 11.08689527442925 0.15092319148830527 20.532325507272162 3.0068656502901927 1.945564256296949 0.753298700821584 143702409.4324527 45807330.82443343 -2.4249353240948093 0.3595331131528837
1129 DC14 51.65697373848578 23.75745130396357 10.449884840904048 0.4743251758679003 9.055512996303985 4.409781267444492 3.418479399339712 2.858591935746433 13607847.248883735 28345683.408787113 -2.3219565962483086 0.44661311826972155
1130 DC14 105.43483643428783 20.205500881035796 11.487952660482847 0.24165077633875207 18.202848712318918 3.253461811056816 3.8725565933263097 1.5102884620152215 45017159.27691832 19772028.324016597 -2.788938682694457 0.18945573881418148
1131 DC14 89.02874899400581 16.83602262311851 11.303433203091181 0.2408643867300794 11.464842929519222 1.5075216427373328 5.691195776733496 1.8724369375874756 12824972.136930812 3869880.495376403 -2.752843056356267 0.1599319900706454
1137 DC14 82.55595297882537 3.7088010842372676 11.060435286711956 0.05802827911090062 23.259717293001533 1.9094689369466051 2.067591093395984 0.28621541449757076 138441801.01218593 24083585.572454266 -1.8874543803534207 0.07908888200956532
1153 DC14 93.94303698263461 6.302661989283341 11.229147740157236 0.08488046720086354 19.324078287714805 4.644875548245316 3.8505192198676346 4.391005081476165 85549377.7437967 48355316.9069944 -1.453201678899388 0.17252312701328035
1160 DC14 64.80107760073074 21.660188960563474 10.954774466256795 0.4257256059790639 13.525288487965103 3.6753449551959583 4.145121976442483 2.7734105087552443 13910434.13094821 9816673.201551612 -2.682757686037349 0.2754680727811625
